URL;"ETA Number";Version;"Date of issue";"Trade Name";"Generic type and use";"Holder of assesment";"Holder Address";"Holder Postal Code";"Holder City";"Holder Country";"Issuing TAB";"Reference number";"EU Decisioin number(OJEU)";System
https://www.eota.eu/etassessments/368;10/0153;2;20/12/2024;"AKK Stolpebærer";"Three dimensional nailing plates";"AKK Industri";"Industrivej 17";DK-7490;Aulum;Denmark;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/9967;10/0189;7;07/05/2022;"Knapp Clip Connectors";"Three dimensional nailing plates";"Knapp GmbH";"Wassergasse 31";3324;Euratsfeld;Austria;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;1
https://www.eota.eu/etassessments/425;10/0210;1;01/07/2015;"Gust. Alberts GmbH & Co. KG post bases type 367VA, 396, 401, 480 and 481 as well as new sizes of type 376 and 369";"Three-dimensional nailing plates used as an EAD";"Gust. Alberts GmbH & Co KG";"Blumenthal 2";D-58849;Herscheid;Germany;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/651;10/0233;2;26/03/2020;Artichouse;"Timber building kit used as an EAD";"Suomen Lomakoti Oy";"Petikontie 25";FI-01720;Vantaa;Finland;Eurofins;"ETAG 007 used as EAD";1999/0455/EC;1
https://www.eota.eu/etassessments/7955;10/0241;1;28/06/2018;"Leno Cross Laminated Timber";"Solid wood slab element to be used as a structural element in buildings";"Züblin Timber Aichach GmbH (former: Merk Timber GmbH)";"Industriestraße 2";86551;Aichach;Germany;DIBt;"EAD 130005-00-0304";1997/0176/EC;1
https://www.eota.eu/etassessments/6919;10/0382;2;15/03/2018;"Joma Angle Brackets";"Three dimensional nailing plates used as an EAD";"Joma AB";Målskog;"SE-335 91";Gnosjö;Sweden;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/2766;10/0396;2;22/04/2024;"BB roof brackets type E17 and E18";"Three dimensional nailing plates";"BB Stanz- und Umformtechnik GmbH";"Nordhäuser Strasse 44";D-06536;Berga;Germany;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/6494;10/0413;1;20/12/2017;"Pitzl GmbH & Co. KG post bases, column purlin connectors and balcony pillars";"Three dimensional nailing plates used as an EAD";"Pitzl Metallbau GmbH & Co. KG";"Siemenstrasse 26";84051;Altheim;Germany;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/3027;10/0415;1;24/02/2016;HTS-I-Beam;"Light composite wood-based beams and columns used as an EAD";"Meiser Vogtland OHG";"Am Lehmteich 3";D-08606;Oelsnitz/Vogtland;Germany;ETA-DK;"ETAG 011 used as EAD";1999/0092/EC
https://www.eota.eu/etassessments/10097;10/0422;3;10/06/2024;"Rotho Blaas GmbH/srl post bases";"Three dimensional nailing plates";"Rotho Blaas s.r.l";"Via dell’Adige 2/1";IT-39040;"Cortaccia (BZ)";Italy;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/11723;10/0440;3;11/11/2020;"Simpson Strong-Tie Roof Connectors";"Three dimensional nailing plates";"Simpson Strong-Tie Int. Ltd";"Winchester Road, Cardinal Point, Tamworth";"B78 3HG";Staffordshire;"United Kingdom";ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
